date_fin,date_debut,niveau_perturbation,typologie,voie,maitre_ouvrage,statut,identifiant,impact_circulation,geo_shape,objet,precision_localisation,cp_arrondissement,numero_stv,description,coordinates,duree(day)
2024-04-30,2020-10-01,2.0,1.0,bd de l'Hopital,STEA,2,CP001737,RESTREINTE,"[[[2.362239032875809, 48.84006847339192], [2.363620192184528, 48.84185194451383], [2.3644939447952167, 48.84089377350789], [2.363430079104164, 48.840434494457966], [2.3628993500886852, 48.840273303739046], [2.362239032875809, 48.84006847339192]]]",CREATION_RESEAUX,Square Marie Curie,75013,14,Création d'un Bassin de stockage,"[2.363448212735705, 48.84091404983383]",1307.0
2023-10-31,2021-09-27,2.0,3.0,Rue d'Alésia,Hopital St Anne,2,CP002156,RESTREINTE,"[[[[2.336840870375748, 48.827340517859064], [2.3382833209803895, 48.82711556942534], [2.338210939340992, 48.82701795172333], [2.3367527014613816, 48.82724071349103], [2.336702212867175, 48.82737464379105], [2.3368161041830313, 48.827369906143666], [2.336840870375748, 48.827340517859064]]], [[[2.3382833209803895, 48.82711556942534], [2.338286882024943, 48.82712037111259], [2.338286950158203, 48.827115003112816], [2.3382833209803895, 48.82711556942534]]]]",CONSTRUCTION_IMMEUBLE,Au N°2,75014,12,,"[2.337473037909696, 48.82718796138347]",764.0
2023-06-30,2022-02-07,2.0,3.0,Rue de la Paix,Rue de la Paix Paris SNC,2,CP002235,RESTREINTE,"[[[2.3313639895540907, 48.869221540746146], [2.3312144505433863, 48.86906936744337], [2.331133653954132, 48.86912554848895], [2.3312775814436337, 48.86926531647525], [2.3313632623324914, 48.869222012436026], [2.3313639895540907, 48.869221540746146]]]",REHABILITATION_IMMEUBLE,Au N°12,75002,11,Travaux de curage + Gros oeuvre,"[2.3312472821349948, 48.869169554306666]",508.0
2022-11-30,2022-05-09,2.0,,chaussée + trottoir,EDP,2,CP002308,RESTREINTE,"[[[2.3566866350776534, 48.869217246579815], [2.356776989714625, 48.8692610399184], [2.3567777225919126, 48.86926009145532], [2.3569723447197415, 48.869272558813165], [2.3570187697067237, 48.86925186887139], [2.3566866350776534, 48.869217246579815]]]",ENTRETIEN_RESEAU,17 rue René Boulanger sur une partie du trottoir et de la chaussée,75010,11,Puit pour renouvellement conduites EP en DN 100/150/200,"[2.356854868773165, 48.86924846607967]",205.0
2022-08-12,2022-06-27,1.0,2.0,Rue des Pyrennées,RTE,2,CP002352,SENS_UNIQUE,"[[[2.396223647378111, 48.86787230302754], [2.3971360364243472, 48.86672811509429], [2.397087497543934, 48.866703714349796], [2.3961669401717014, 48.86785054435731], [2.396223647378111, 48.86787230302754]]]",ENTRETIEN_RESEAU,Entre la rue Orfila et la rue du Retrait,75020,10,Liaison 63 KW - Père Lachaise - Romainville,"[2.3966470081386877, 48.86729679163671]",46.0
2022-10-28,2022-08-02,2.0,1.0,Boulevard Ornano,Mission vélos,4,CP002366,RESTREINTE,"[[[2.34621541527416, 48.895576747737934], [2.3464751628525624, 48.89564798150418], [2.3478972061511256, 48.893964046008584], [2.3476461480026045, 48.893849900145746], [2.34621541527416, 48.895576747737934]]]",REAMENAGEMENT_VOIRIE,Entre Joseph Dijon et la place Albert Kahn,75018,9,Pérennisation piste cyclable,"[2.3470677540567726, 48.89474789708485]",87.0
2024-06-30,2020-06-29,2.0,3.0,place du Palais Royal,LOUVRE-SAINT HONORE,2,CP001670,RESTREINTE,"[[[2.3372328887902536, 48.86225759717169], [2.337069926441364, 48.86231023365322], [2.337195298961625, 48.86251913700109], [2.3372726222598343, 48.86253622203806], [2.3373757632412206, 48.86250823886393], [2.3372328887902536, 48.86225759717169]]]",REHABILITATION_IMMEUBLE,n°2,75001,11,,"[2.337223199859476, 48.862402953011284]",1462.0
2022-08-31,2022-08-05,1.0,,Rue Lourmel,STV - SO,2,CP002370,BARRAGE_TOTAL,"[[[2.28612698074654, 48.84309145955429], [2.286171893296052, 48.84307830627989], [2.2862605577996797, 48.842839944106636], [2.286248578784564, 48.84282376763893], [2.286338663321281, 48.842778673813015], [2.2862984768898253, 48.8427435403558], [2.286212534227208, 48.84278329053379], [2.286171944891706, 48.842777679109716], [2.28566705915163, 48.842229778995765], [2.285593351709174, 48.84226691718784], [2.2861023394003235, 48.84281215835964], [2.286177982121483, 48.84293071304901], [2.286173804853794, 48.84293874107047], [2.28612698074654, 48.84309145955429]]]",REFECTION_CHAUSSEE,Entre Oscar Roty et rue Convention,75015,13,Désamiantage + aménagement de voirie + Tapis,"[2.2859840705511716, 48.84263446695412]",26.0
2023-01-27,2022-11-07,2.0,2.0,Avenue de Gambetta,GRDF,2,CP002423,RESTREINTE,"[[[2.3895052569478867, 48.86344113562116], [2.3895548907210364, 48.86336048576743], [2.3877643184977497, 48.86289328238125], [2.387725250710249, 48.86284192249709], [2.3877060314404317, 48.86278947521714], [2.3876373159751942, 48.86280578036413], [2.3876885730072264, 48.862894084694865], [2.387567396851302, 48.86307787668784], [2.387639649307013, 48.86306753883297], [2.3877134519632843, 48.86307862401386], [2.388019528512708, 48.86311945215145], [2.3885307597910215, 48.86319583025042], [2.3895052569478867, 48.86344113562116]]]",ENTRETIEN_RESEAU,"A l'angle du boulevard de Menilmontant, du n°2 au 18 avenue Gambetta",75020,10,,"[2.3884256853195445, 48.863132163086206]",81.0
2022-06-30,2018-07-16,2.0,3.0,"bd Morland , rue agrippa d'Aubigné,rue Schomberg",Spna,4,CP000786,SENS_UNIQUE,"[[[2.3628718989467705, 48.85040772786612], [2.36376300744465, 48.84970922780626], [2.3638166964943053, 48.84964240966964], [2.362535970598622, 48.84894308596265], [2.3616583093416987, 48.84953965316866], [2.3615789341338855, 48.84971101383103], [2.3628718989467705, 48.85040772786612]]]",REHABILITATION_IMMEUBLE,"N°17,du n°2au n°8,du n°1 au n°7",75004,11,,"[2.362681492057824, 48.849669114161614]",1445.0
2022-12-31,2017-12-01,1.0,2.0,Porte Maillot,EOLE,2,CP000971,RESTREINTE,"[[[2.281210774423776, 48.87845552088945], [2.281843964879395, 48.87865373501512], [2.282215481255645, 48.87869688670718], [2.2828371536175567, 48.87860856146873], [2.2834145048968333, 48.878356272516456], [2.2838131935890083, 48.87813837032774], [2.2841046718218845, 48.87825826638113], [2.284513012907371, 48.87816940837366], [2.2848097274293493, 48.877908024490985], [2.2841967904976874, 48.87748008722191], [2.2839731257103217, 48.877203657401495], [2.2836492922029135, 48.87706874432277], [2.283231920053841, 48.87697419484342], [2.2827058022960345, 48.876889196273794], [2.2820380025755758, 48.87694652539777], [2.2816016396582954, 48.877107602060725], [2.281257805187676, 48.87728964055456], [2.280879943659173, 48.87770681143538], [2.280828995219532, 48.87802358330166], [2.2809026897861986, 48.87830028726154], [2.281210774423776, 48.87845552088945]]]",TRAVAUX_OUVRAGE,,75017,9,Création d'une nouvelle gare RER E et percement du tunnel,"[2.2826159689048366, 48.877789407689555]",1856.0
2024-12-30,2022-11-28,2.0,2.0,av. de l'Observatoire,RATP,1,CP002414,RESTREINTE,"[[[2.3369469747875966, 48.83893101034744], [2.337005012780436, 48.83890277714122], [2.336849785862418, 48.83877817818425], [2.3367559293691897, 48.83878836568384], [2.3367251987899893, 48.83879533446511], [2.3367489948365208, 48.83919166628412], [2.3368535593301885, 48.8391898662884], [2.336836852180698, 48.838944677333075], [2.336946989923013, 48.83892982056896], [2.3369469747875966, 48.83893101034744]]]",TRAVAUX_OUVRAGE,av; de l'Observatoire angle Henri Barbusse,75014,12,Création d'une nouvelle sortie,"[2.336818469377529, 48.83895642178711]",763.0
2023-12-29,2021-11-02,1.0,1.0,Porte Maillot,SPL Pariseine,2,CP002416,RESTREINTE,[''],REAMENAGEMENT_SECTEUR,,75017,9,Aménagement de la Place Maillot- Axe Majeur,,787.0
2022-12-19,2022-06-27,2.0,2.0,Place Edith Thomas,RATP,2,CP002344,RESTREINTE,"[[[2.3243398709539242, 48.82222505006974], [2.3247500203285796, 48.82213813111052], [2.3247188534416248, 48.822040391096486], [2.324736285859335, 48.82194649426385], [2.3247914614699465, 48.82185994983979], [2.3248425724407316, 48.82180907620048], [2.3246275699035106, 48.82157584941797], [2.3244493376433075, 48.821703341828226], [2.3243410479879274, 48.82185621580979], [2.3243070900357243, 48.821973815059074], [2.324303900573784, 48.82208088011541], [2.324303175925381, 48.82213679687016], [2.3242995414079557, 48.82213915609643], [2.3243398709539242, 48.82222505006974]]]",REHABILITATION_IMMEUBLE,Située entre l'avenue Ernest Reyer et la rue de la Légion étrangère,75014,12,Réaménagement des quais bus de la RATP,"[2.3245484885630887, 48.821923980601284]",175.0
2023-01-27,2022-06-27,2.0,1.0,Boulevard Saint Jacques,MDP - MV,2,CP002358,RESTREINTE,"[[[2.341069045231671, 48.83170948645788], [2.3409399800300235, 48.83162284389143], [2.3409401158187615, 48.83161210343545], [2.333592502364473, 48.83364986622593], [2.3336237377113926, 48.83375208473257], [2.341069045231671, 48.83170948645788]]]",REAMENAGEMENT_VOIRIE,Entre la place Denfert Rochereau et la rue de la Santé (du 83 au 3 bd St Jacques),75014,12,Travaux aménagement pour piste cyclable,"[2.3374154732440613, 48.83265091433234]",214.0
2022-11-11,2022-09-29,2.0,3.0,Emile Dubois,RIVP,2,CP002391,RESTREINTE,"[[[2.337695451964515, 48.83147707071519], [2.3376966009413627, 48.831480241970624], [2.3374134334097136, 48.83154609954766], [2.337431102311049, 48.83157395477256], [2.337728795353701, 48.83149945726947], [2.337695451964515, 48.83147707071519]]]",RACCORDEMENT_RESEAU,1 au 3,75014,12,Création d'ouvrage d'assainissement,"[2.3375640833147715, 48.83152589281998]",43.0
2023-04-28,2022-09-05,2.0,,Avenue porte d'Orléans,Total Energie,2,CP002406,BARRAGE_TOTAL,"[[[2.325495356226869, 48.8206497537546], [2.3255064018875924, 48.82042434260754], [2.324389649142062, 48.820654248358], [2.3246047209969536, 48.82099635902147], [2.325309671067991, 48.82086344367478], [2.325495356226869, 48.8206497537546]]]",CONSTRUCTION_IMMEUBLE,Contre-allée sur l'avenue de la porte d'Orléans,75014,12,Démolition et reconstruction station carburant,"[2.3249803946842067, 48.82071544760133]",235.0
2023-12-29,2019-06-12,1.0,1.0,Bd Bruix,Mission Tram,2,CP001304,RESTREINTE,"[[[2.282587176149617, 48.87673101609813], [2.282791822172431, 48.87665168382466], [2.2825907267576855, 48.87647325095282], [2.2824546884343064, 48.87630057765371], [2.282180248824757, 48.87612707433623], [2.2812647176134635, 48.87579934654048], [2.280032948891075, 48.87537841050356], [2.2788932810009115, 48.87477541724447], [2.27830321591264, 48.8744657389673], [2.2775320956016896, 48.8737092067476], [2.27734036179112, 48.873444891203214], [2.2763831501268954, 48.872606668194464], [2.275689384527624, 48.87214597228412], [2.2758799069872993, 48.87191081909824], [2.276005825002824, 48.871637680343035], [2.2759111226484765, 48.871422284171445], [2.275816122438306, 48.87122836787515], [2.2753960970943052, 48.87098951979143], [2.274851574794822, 48.870921774952045], [2.274196736216298, 48.87117559484153], [2.2739991169771656, 48.87133551439005], [2.27387154219417, 48.8717267936889], [2.274053838511147, 48.87208235795445], [2.274490746074459, 48.87227834836008], [2.275451658855188, 48.8722626860328], [2.278026268902961, 48.874474809797384], [2.2790437258008307, 48.87508244647071], [2.2801761509799636, 48.875620947622885], [2.282136803591291, 48.87632552435296], [2.282587176149617, 48.87673101609813]]]",TRAVAUX_TRAMWAY,entre la Porte Maillot et la Porte Dauphine.,75016,13,,"[2.2766684245496935, 48.87292815989875]",1661.0
2024-12-31,2019-07-01,2.0,3.0,Rue  Boullainvilliers,Maison de la Radio,2,CP001421,RESTREINTE,"[[[2.2780879687731894, 48.85165200691029], [2.2780056200212546, 48.8516098677418], [2.2769379833888985, 48.852153100104196], [2.2770310159310845, 48.85220482339153], [2.2772035373126713, 48.85224512825189], [2.277277016258524, 48.852146820346], [2.2773646538731662, 48.852067633802186], [2.277497476879536, 48.85198039195424], [2.2776318370546274, 48.85191219603773], [2.2778039222536837, 48.8518537456313], [2.2779865439626774, 48.85181558521849], [2.2779745338979853, 48.851771490754125], [2.278032370887963, 48.8517611310494], [2.2781821795556922, 48.85174894738235], [2.2780879687731894, 48.85165200691029]]]",REHABILITATION_IMMEUBLE,du n°2 au n°10,75016,13,installation de la base vie,"[2.2775507872138037, 48.851920958050805]",2010.0
2024-06-15,2022-07-18,2.0,2.0,Place de la Nation,RATP,2,CP002371,RESTREINTE,"[[[2.39718197466874, 48.84798095976355], [2.397332364937912, 48.84791509056678], [2.3972541748642158, 48.84782600596513], [2.397155941026529, 48.84773811448032], [2.3969884106627286, 48.84759651586232], [2.396818571880172, 48.847512451446896], [2.396707156852132, 48.84757404317092], [2.396595364865238, 48.84773171990902], [2.3968357600903647, 48.84783287283598], [2.396939349356215, 48.847760818941616], [2.396985749787196, 48.847801504873274], [2.3970818263835167, 48.847755587796286], [2.3972067576333225, 48.847864486965946], [2.3971068290793753, 48.847931800149304], [2.39718197466874, 48.84798095976355]]]",TRAVAUX_OUVRAGE,Entre avenue du Bel Air et avenue du Trône,75012,14,Travaux relatifs à la modernisation de la ligne 6- - Création d'ouvrage en sous-oeuvre,"[2.3969281470684383, 48.84772130451924]",698.0
2022-10-07,2022-07-18,1.0,1.0,Rue Beaubourg / rue du Renard,SAGP,2,CP002374,RESTREINTE,"[[[2.3541077536520154, 48.86260421235718], [2.3542733892617127, 48.86256990307195], [2.3534536321889243, 48.86106708172661], [2.3526178425378075, 48.859548054808684], [2.3525858885008764, 48.85949954644097], [2.352503898616484, 48.85954743834321], [2.3541077536520154, 48.86260421235718]]]",REAMENAGEMENT_VOIRIE,Entre rue du Grenier St Lazare et rue St Merri,75003,11,"Aménagement Piste Cyclable
Travaux par phases","[2.353434770594588, 48.86117588346186]",81.0
2022-12-16,2022-09-26,1.0,1.0,rue du Montparnasse,STV,2,CP002384,BARRAGE_TOTAL,"[[[2.326250285791352, 48.842956226490294], [2.3263107924816304, 48.84289571713367], [2.3251940535600126, 48.84157897124141], [2.325140145987742, 48.84155718488363], [2.3250015703101323, 48.841363057335805], [2.3249471065912064, 48.84138423316251], [2.3262449620787833, 48.84295265211087], [2.3262451474515977, 48.842938312785165], [2.326250285791352, 48.842956226490294]]]",REAMENAGEMENT_VOIRIE,Entre Place Stephane Hessel et bd du Montparnasse,75014,12,Reprise de chaussée + Plantations,"[2.3256824155331306, 48.84221464275761]",81.0
2022-12-11,2022-10-30,1.0,3.0,Rue de l'Université,Johan ATLANI,2,CP002408,BARRAGE_TOTAL,"[[[2.322639139108101, 48.85961076427983], [2.3221191321138996, 48.859802942164436], [2.322119163074058, 48.859800562655884], [2.322092132792882, 48.859799219694594], [2.3220670772998893, 48.859784800552006], [2.3220728259217243, 48.85975865839271], [2.321941855164658, 48.85970794570156], [2.3213493210726037, 48.86034587294256], [2.321361576828867, 48.860512510346204], [2.321902775724388, 48.85993972996088], [2.321937265033176, 48.859922078658094], [2.3222435111262594, 48.85980602634344], [2.322266795852328, 48.8598180557361], [2.3226817620406544, 48.859660976199606], [2.322639139108101, 48.85961076427983]]]",REHABILITATION_IMMEUBLE,Rue de l'Université du100 au 94 + Bd St Germain du 274 au 268,75007,12,Levage de végétaux lourds,"[2.3218581901978386, 48.85999126356532]",42.0
2023-07-31,2020-09-07,2.0,1.0,avenue de la Porte de la Chapelle,SG Mission des JO 2024,2,CP001735,BARRAGE_TOTAL,"[[[2.3603260350936983, 48.89878775856859], [2.3601471741019475, 48.89875995133474], [2.3598849492070966, 48.89888743914395], [2.3595561756507086, 48.89912735011801], [2.359480887800005, 48.89928805990154], [2.359617900825142, 48.899406941074794], [2.3598871745534344, 48.90003134705187], [2.3623214185946586, 48.900099862545694], [2.3624132449545328, 48.89859486607447], [2.3622882354237444, 48.898599571206205], [2.362229552931679, 48.89873534500308], [2.360439273320176, 48.898852808318075], [2.3603259031289747, 48.89879849839457], [2.3603178236364073, 48.89879308452548], [2.360334047246322, 48.8987985418932], [2.3603260350936983, 48.89878775856859]]]",CONSTRUCTION_IMMEUBLE,n°6,75018,9,Arena 2,"[2.3610672014134044, 48.89941650246351]",1057.0
2022-10-07,2022-05-30,2.0,2.0,Rue saint Dominique,CPCU,2,CP002331,RESTREINTE,"[[[2.3228351094690827, 48.85824504076595], [2.322904024704254, 48.858214496590946], [2.322879246682814, 48.85817866377874], [2.322879648677452, 48.85814773191781], [2.321286667092621, 48.85876571636733], [2.3213009665992943, 48.85877531531497], [2.322749030632936, 48.85820886012241], [2.3227833174716355, 48.858206675377275], [2.322808404694588, 48.858218714885986], [2.3228083892307168, 48.85821990464205], [2.3228351094690827, 48.85824504076595]]]",RACCORDEMENT_RESEAU,du carrefour de la rue de Bellechasse au N° 10,75007,12,Travaux de raccordement de l'immeuble du 10 de la rue,"[2.3222140558333013, 48.85842011937698]",130.0
2022-09-16,2021-11-23,2.0,2.0,Rue de Vouillé,Eau de Paris,2,CP002224,RESTREINTE,"[[[2.310342233320505, 48.83313658944762], [2.3104071651805023, 48.83314590181515], [2.3109192792677846, 48.83295379349207], [2.310814165269883, 48.83290846916405], [2.3102881587437567, 48.83312731177386], [2.3103503882070586, 48.83313483772117], [2.310342233320505, 48.83313658944762]]]",ENTRETIEN_RESEAU,Sous le Pont,75015,13,,"[2.310618703689946, 48.83302878405216]",297.0
2022-11-10,2022-07-11,2.0,2.0,7 - 9 place de la bataille de Stalingrad,CPCU,2,CP002350,RESTREINTE,"[[[[2.3690808096704146, 48.88320542205514], [2.3689791118335575, 48.883306030809756], [2.369060299192221, 48.88330526887206], [2.369098756235716, 48.883257881794556], [2.3690808096704146, 48.88320542205514]]], [[[2.3690795914332066, 48.88320186328994], [2.3690808096704146, 48.88320542205514], [2.369083184940719, 48.88320307203752], [2.369081395393965, 48.88320187279628], [2.3690795914332066, 48.88320186328994]]]]",TRAVAUX_OUVRAGE,,75019,10,Modification de branchement,"[2.3690505483357946, 48.88326796085987]",122.0
2023-01-20,2022-08-08,2.0,2.0,"Gobelins, Monge, Censier et Mirbel",Eau de Paris,2,CP002368,RESTREINTE,"[[[2.352170678013787, 48.84077012166218], [2.3526260571896014, 48.84065790093449], [2.352594128082261, 48.84060941340265], [2.3519975760479093, 48.84018477003617], [2.3516942193394015, 48.840054286983424], [2.3515721026839387, 48.840064361709885], [2.35132994869364, 48.83959063679239], [2.351244193121893, 48.83961969788606], [2.351411327529303, 48.83991317748432], [2.352170678013787, 48.84077012166218]]]",ENTRETIEN_RESEAU,13-17 av Gobelins + 111-115 rue Monge + 30 rue Censier + 1-5 rue Mirebel (base vie),75005,12,Renouvellement conduits EP,"[2.3520135239093847, 48.84036171643268]",165.0
2022-12-31,2022-09-13,2.0,2.0,bd de l'Hôpital,Eau de Paris,2,CP002376,RESTREINTE,"[[[2.36282165987871, 48.841141422797115], [2.3628216405288085, 48.84114300557231], [2.362929987543104, 48.841126925535065], [2.3627786439303917, 48.84092385635919], [2.362678452540095, 48.84096139533911], [2.36282165987871, 48.841141422797115]]]",RACCORDEMENT_RESEAU,Au N° 29 ( Square Pierre et Marie Curie entre la sortie de chantier SAP et la voie de liaison),75013,12,Raccordement SEMAPA phase 2,"[2.362802393074483, 48.84103729028419]",109.0
2022-12-16,2022-09-26,2.0,2.0,rue Jean Rey,CPCU,2,CP002378,RESTREINTE,"[[[2.289873564529613, 48.85529773169754], [2.2921086689549686, 48.85545055030019], [2.292181551817004, 48.85547513910185], [2.292359637326779, 48.85554061160918], [2.292737591745067, 48.85586494303431], [2.292839420904078, 48.85585480833411], [2.292425444205605, 48.855487318088684], [2.29226791322715, 48.85540586244569], [2.2898620936398406, 48.855243980921685], [2.289873564529613, 48.85529773169754]]]",ENTRETIEN_RESEAU,du 2 au 28,75015,13,Travaux d'inspection et de remplacement,"[2.291511915226603, 48.855436511193275]",81.0
2023-12-15,2022-10-05,2.0,3.0,Rue Méchain,Congrégation St Joseph,2,CP002390,RESTREINTE,"[[[[2.3384636559592034, 48.835731183956824], [2.3384920117960966, 48.83576592962471], [2.3386536950961507, 48.835750643146774], [2.3386599930083736, 48.83570879703888], [2.3384636559592034, 48.835731183956824]]], [[[2.3384636163956105, 48.835731188234845], [2.3384636559592034, 48.835731183956824], [2.338463140817023, 48.83573055244859], [2.3384636163956105, 48.835731188234845]]]]",REHABILITATION_IMMEUBLE,du 19b au 21,75014,12,,"[2.3385684617326348, 48.83573836601194]",436.0
2022-12-02,2022-11-14,2.0,1.0,rue de la Chapelle,SAP,2,CP002401,RESTREINTE,"[[[2.3595170101085405, 48.89571040894054], [2.359394748254765, 48.895723246570974], [2.3593705018406714, 48.89598246503229], [2.3594787005850617, 48.89598780297742], [2.3595170101085405, 48.89571040894054]]]",CREATION_RESEAUX,Au 78,75018,9,Création et déplacement de bouches d'égout en préparation des travaux SAGP,"[2.359441147933738, 48.89584863371734]",18.0
2022-12-31,2019-07-29,1.0,2.0,avenue Carnot,SNCF EOLE,2,CP001430,BARRAGE_TOTAL,"[[[2.293696727494664, 48.875383159703915], [2.293522494989716, 48.875328449850954], [2.2926417622079986, 48.87635930706683], [2.2928076771991632, 48.87642738896379], [2.293696727494664, 48.875383159703915]]]",TRAVAUX_OUVRAGE,du n° 8 au n°22,75017,9,Création d'un puits de service,"[2.293166313067291, 48.87587583811283]",1251.0
2023-01-27,2022-11-07,2.0,2.0,avenue Gambetta,GRDF,2,CP002403,RESTREINTE,"[[[2.3894971543355594, 48.86334019797788], [2.387785560885398, 48.862899315920124], [2.3877493906820018, 48.862861553642254], [2.387717541455464, 48.862802340747486], [2.3876687267358694, 48.86280209099538], [2.387684367405618, 48.86285585279756], [2.387740592492368, 48.86291787494403], [2.389439920130725, 48.86336406323504], [2.3894971543355594, 48.86334019797788]]]",ENTRETIEN_RESEAU,Emprise sur la piste bidirectionnelle entre les n° 2 et 16,75020,10,Renouvellement des branchements gaz,"[2.388562421393924, 48.86311263726489]",81.0
2024-06-28,2016-09-16,2.0,2.0,F41 - 43 bd Vincent Auriol sous le viaduc RATP,SNCF,2,CP000116,RESTREINTE,"[[[2.3699937223026244, 48.83566249101574], [2.3704514570822646, 48.83585917228909], [2.3707002434498192, 48.83596008805611], [2.3707531831975985, 48.83590444668051], [2.370055730223922, 48.83560213824699], [2.3699937223026244, 48.83566249101574]]]",TRAVAUX_OUVRAGE,,75013,14,Base vie,"[2.3703698960129023, 48.835780810000806]",2842.0
2024-06-30,2021-06-14,1.0,1.0,4-6 av d'Eylau,DCPA,2,CP002116,SENS_UNIQUE,"[[[2.2861032177075997, 48.8636484064129], [2.2855087571103088, 48.864040314696716], [2.2855699975426758, 48.86408373765012], [2.28617478552933, 48.86368961801346], [2.2861032177075997, 48.8636484064129]]]",TRAVAUX_OUVRAGE,,75016,13,Base-vie provisoire pour la DPE.,"[2.285841905243463, 48.863863820329385]",1112.0
2023-01-06,2022-02-28,2.0,3.0,Rue de La Chapelle,ICF Habitat La sablière,2,CP002207,RESTREINTE,"[[[[2.35959041252537, 48.89258117194049], [2.359682256600925, 48.892578101771626], [2.359702097586224, 48.892431871216125], [2.359621056810696, 48.892419540739276], [2.35959041252537, 48.89258117194049]]], [[[2.359590185042116, 48.89258236861971], [2.35959041252537, 48.89258117194049], [2.359590199675734, 48.89258117889609], [2.359590185042116, 48.89258236861971]]]]",CONSTRUCTION_IMMEUBLE,Au N° 31,75018,9,Construction d'une résidence de 28  logements,"[2.3596480143764604, 48.89250385012754]",312.0
2023-05-12,2022-07-04,1.0,2.0,Rue de la Convention,Eau de Paris,2,CP002225,RESTREINTE,"[[[2.295479386278059, 48.837744890373806], [2.29545468440474, 48.83772317164631], [2.2954024268768882, 48.83771366415922], [2.2952142796594037, 48.83780043875859], [2.2952627302037687, 48.83784292365037], [2.295479377659876, 48.83774552797773], [2.295479386278059, 48.837744890373806]]]",ENTRETIEN_RESEAU,Au N°181,75015,13,,"[2.295344601047701, 48.83777410736606]",312.0
2023-06-30,2021-05-06,2.0,2.0,Place d'Italie,RATP,2,CP001953,RESTREINTE,"[[[2.356266323736409, 48.832131871258746], [2.3566070394038077, 48.831867971158424], [2.3565423232362575, 48.83184078128571], [2.356251089288553, 48.832048579498334], [2.356266323736409, 48.832131871258746]]]",TRAVAUX_OUVRAGE,Entre bd de l'Hôpital et rue Godefroy,75013,14,Installation de Base vie pour travaux de création accès RATP,"[2.356411378260549, 48.831977580866756]",785.0
2023-06-30,2021-12-16,2.0,3.0,Rue Montmartre,DUMEZ,2,CP002211,RESTREINTE,"[[[2.3430233991220626, 48.87104128492596], [2.342982870885796, 48.87105153259212], [2.342958890962621, 48.87106520223949], [2.3430013170129125, 48.87119059719807], [2.343040355056256, 48.8711841482545], [2.3430273801199224, 48.87112601743505], [2.3430519671639956, 48.87112139307357], [2.343023393121948, 48.87104176064404], [2.3430233991220626, 48.87104128492596]]]",REHABILITATION_IMMEUBLE,au N°176,75002,11,,"[2.343007057618184, 48.871110671522985]",561.0
2024-06-30,2022-05-02,2.0,3.0,Voie Bus,ICF HABITAT,2,CP002276,RESTREINTE,"[[[2.315884598767695, 48.89320306231301], [2.315774765008548, 48.89315817632153], [2.3157740498147716, 48.89315769649222], [2.31564390066753, 48.8932307162974], [2.315668889168939, 48.89325132233803], [2.3155074388194286, 48.89334462724541], [2.315564610758674, 48.893387784367086], [2.315884598767695, 48.89320306231301]]]",CONSTRUCTION_IMMEUBLE,Entre le 188 bis et 188 ter avenue de Clichy,75017,9,"Création de 111 logements sociaux.
Emprise principale sur trottoir + 18 ml sur chaussée (livraison)","[2.3156964416358314, 48.89326507701689]",790.0
2023-08-31,2022-10-24,2.0,2.0,Rue du Faubourg Saint Denis,SNCF,2,CP002402,RESTREINTE,"[[[2.35758334012592, 48.88054464574545], [2.3577578040761042, 48.8808787101993], [2.35781929321381, 48.8808659529801], [2.357660827566672, 48.88055101059501], [2.3576231398554537, 48.88053534168284], [2.3575779872197455, 48.880539858660214], [2.35758334012592, 48.88054464574545]]]",DEMOLITION_IMMEUBLE,Sur trottoir entre les n° 177 et 179ter,75010,11,Démolition immeuble SNCF,"[2.357701537972016, 48.88070351756165]",311.0
2022-12-16,2022-10-10,2.0,1.0,Rue d'Alésia,SAGP,2,CP002410,SENS_UNIQUE,"[[[2.3265433663972344, 48.82807456286254], [2.326469778138411, 48.82790228385988], [2.3225360877720163, 48.8293050373737], [2.319309607808619, 48.8305327348814], [2.3194493722293177, 48.830619461972056], [2.3195483862661077, 48.83051261025875], [2.322730655414876, 48.829356302058386], [2.3242889334739805, 48.82879227052824], [2.326337600270994, 48.82805901034464], [2.3264891031252177, 48.82808134706678], [2.3265433663972344, 48.82807456286254]]]",REAMENAGEMENT_VOIRIE,Entre Place Victor et Hélène Basch et Rue Didot,75014,12,Pérennisation Piste Cyclable,"[2.323127122111526, 48.82916334332599]",67.0
2023-09-29,2021-10-25,2.0,3.0,Rue Cadet,SAS 59-61 La Fayette,2,CP002170,RESTREINTE,"[[[2.3441326883012312, 48.87649038660424], [2.3441760049058447, 48.87648824427787], [2.3442200268941487, 48.87643018779931], [2.3442364986909854, 48.87641124179128], [2.3439069820109206, 48.87607987548709], [2.343860103280735, 48.8760784287256], [2.343798676324305, 48.876086420771806], [2.344162190688342, 48.87643938862382], [2.344167347181952, 48.87645964293588], [2.3441326883012312, 48.87649038660424]]]",REHABILITATION_IMMEUBLE,entre les rues La Fayette et Lamartine.,75009,11,,"[2.344031769788301, 48.87626332246409]",704.0
